Match_SK,match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
140,419136,Delhi Daredevils,Kolkata Knight Riders,3/29/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,DA Warner,40,1
141,419137,Mumbai Indians,Kings XI Punjab,3/30/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SL Malinga,4,1
142,419138,Chennai Super Kings,Royal Challengers Bangalore,3/31/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,Result,M Vijay,5,1
143,419139,Delhi Daredevils,Rajasthan Royals,3/31/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,KD Karthik,67,1
144,419140,Kolkata Knight Riders,Deccan Chargers,4/1/2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,24,1
145,419141,Kings XI Punjab,Royal Challengers Bangalore,4/2/2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Royal Challengers Bangalore,bat,wickets,Result,KP Pietersen,6,1
146,419142,Chennai Super Kings,Rajasthan Royals,4/3/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Vijay,23,1
147,419143,Mumbai Indians,Deccan Chargers,4/3/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,AT Rayudu,63,1
148,419144,Kolkata Knight Riders,Kings XI Punjab,4/4/2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,Result,DPMD Jayawardene,8,1
149,419145,Delhi Daredevils,Royal Challengers Bangalore,4/4/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,PD Collingwood,37,1
150,419146,Deccan Chargers,Rajasthan Royals,4/5/2010,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SK Warne,2,1
151,419147,Chennai Super Kings,Mumbai Indians,4/6/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,24,1
152,419148,Rajasthan Royals,Kings XI Punjab,4/7/2010,2010,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,bat,wickets,Result,MJ Lumb,9,1
153,419149,Kolkata Knight Riders,Delhi Daredevils,4/7/2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,14,1
154,419150,Royal Challengers Bangalore,Deccan Chargers,4/8/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,TL Suman,7,1
155,419151,Kings XI Punjab,Mumbai Indians,4/9/2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,KC Sangakkara,6,1
156,419152,Deccan Chargers,Chennai Super Kings,4/10/2010,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Chennai Super Kings,Deccan Chargers,bat,wickets,Result,RJ Harris,6,1
157,419153,Royal Challengers Bangalore,Kolkata Knight Riders,4/10/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,R Vinay Kumar,7,1
158,419154,Delhi Daredevils,Kings XI Punjab,4/11/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kings XI Punjab,bat,wickets,Result,PP Chawla,7,1
159,419155,Rajasthan Royals,Mumbai Indians,4/11/2010,2010,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,SR Tendulkar,37,1
160,419156,Deccan Chargers,Royal Challengers Bangalore,4/12/2010,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,Harmeet Singh,13,1
161,419157,Mumbai Indians,Delhi Daredevils,4/13/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,39,1
162,419158,Chennai Super Kings,Kolkata Knight Riders,4/13/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,R Ashwin,9,1
163,419159,Rajasthan Royals,Royal Challengers Bangalore,4/14/2010,2010,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,Result,KP Pietersen,5,1
164,419160,Chennai Super Kings,Delhi Daredevils,4/15/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Delhi Daredevils,bat,wickets,Result,G Gambhir,6,1
165,419161,Kings XI Punjab,Deccan Chargers,4/16/2010,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,RG Sharma,5,1
166,419162,Royal Challengers Bangalore,Mumbai Indians,4/17/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Mumbai Indians,field,runs,Result,R McLaren,57,1
167,419163,Kolkata Knight Riders,Rajasthan Royals,4/17/2010,2010,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,JD Unadkat,8,1
168,419164,Kings XI Punjab,Chennai Super Kings,4/18/2010,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MS Dhoni,6,1
169,419165,Delhi Daredevils,Deccan Chargers,4/18/2010,2010,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Symonds,11,1
170,419166,Kolkata Knight Riders,Mumbai Indians,4/19/2010,2010,Eden Gardens,Kolkata,India,Mumbai Indians,Kolkata Knight Riders,bat,wickets,Result,M Kartik,9,1
171,419167,Royal Challengers Bangalore,Mumbai Indians,4/21/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,35,1
172,419168,Chennai Super Kings,Deccan Chargers,4/22/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,DE Bollinger,38,1
173,419169,Royal Challengers Bangalore,Deccan Chargers,4/24/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Royal Challengers Bangalore,bat,wickets,Result,A Kumble,9,1
174,419170,Chennai Super Kings,Mumbai Indians,4/25/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,22,1
175,501203,Chennai Super Kings,Kolkata Knight Riders,4/8/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,S Anirudha,2,1
176,501204,Deccan Chargers,Rajasthan Royals,4/9/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SK Trivedi,8,1
177,501205,Kochi Tuskers Kerala,Royal Challengers Bangalore,4/9/2011,2011,Nehru Stadium,Kochi,India,Kochi Tuskers Kerala,Royal Challengers Bangalore,bat,wickets,Result,AB de Villiers,6,1
178,501206,Delhi Daredevils,Mumbai Indians,4/10/2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Mumbai Indians,bat,wickets,Result,SL Malinga,8,1
179,501207,Pune Warriors,Kings XI Punjab,4/10/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kings XI Punjab,Pune Warriors,bat,wickets,Result,SB Wagh,7,1
180,501208,Kolkata Knight Riders,Deccan Chargers,4/11/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,JH Kallis,9,1
181,501209,Rajasthan Royals,Delhi Daredevils,4/12/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Delhi Daredevils,Rajasthan Royals,bat,wickets,Result,SK Warne,6,1
182,501210,Royal Challengers Bangalore,Mumbai Indians,4/12/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SR Tendulkar,9,1
183,501211,Kings XI Punjab,Chennai Super Kings,4/13/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,PC Valthaty,6,1
184,501212,Pune Warriors,Kochi Tuskers Kerala,4/13/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kochi Tuskers Kerala,Pune Warriors,bat,wickets,Result,MD Mishra,4,1
185,501213,Deccan Chargers,Royal Challengers Bangalore,4/14/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,DW Steyn,33,1
186,501214,Rajasthan Royals,Kolkata Knight Riders,4/15/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,G Gambhir,9,1
187,501215,Mumbai Indians,Kochi Tuskers Kerala,4/15/2011,2011,Wankhede Stadium,Mumbai,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BB McCullum,8,1
188,501216,Chennai Super Kings,Royal Challengers Bangalore,4/16/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,21,1
189,501217,Deccan Chargers,Kings XI Punjab,4/16/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,PC Valthaty,8,1
190,501218,Pune Warriors,Delhi Daredevils,4/17/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,Yuvraj Singh,3,1
191,501219,Kolkata Knight Riders,Rajasthan Royals,4/17/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,L Balaji,8,1
192,501220,Kochi Tuskers Kerala,Chennai Super Kings,4/18/2011,2011,Nehru Stadium,Kochi,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BB McCullum,7,1
193,501221,Delhi Daredevils,Deccan Chargers,4/19/2011,2011,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,S Sohal,16,1
194,501223,Mumbai Indians,Pune Warriors,4/20/2011,2011,Wankhede Stadium,Mumbai,India,Pune Warriors,Mumbai Indians,bat,wickets,Result,MM Patel,7,1
195,501224,Kolkata Knight Riders,Kochi Tuskers Kerala,4/20/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kochi Tuskers Kerala,field,runs,Result,DPMD Jayawardene,6,1
196,501225,Kings XI Punjab,Rajasthan Royals,4/21/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings XI Punjab,field,runs,Result,SE Marsh,48,1
197,501226,Mumbai Indians,Chennai Super Kings,4/22/2011,2011,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Mumbai Indians,field,runs,Result,Harbhajan Singh,8,1
198,501227,Kolkata Knight Riders,Royal Challengers Bangalore,4/22/2011,2011,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,9,1
199,501228,Delhi Daredevils,Kings XI Punjab,4/23/2011,2011,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Delhi Daredevils,field,runs,Result,DA Warner,29,1
200,501229,Deccan Chargers,Mumbai Indians,4/24/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Mumbai Indians,field,runs,Result,SL Malinga,37,1
201,501230,Rajasthan Royals,Kochi Tuskers Kerala,4/24/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SK Warne,8,1
202,501231,Chennai Super Kings,Pune Warriors,4/25/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Chennai Super Kings,field,runs,Result,MEK Hussey,25,1
203,501232,Delhi Daredevils,Royal Challengers Bangalore,4/26/2011,2011,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,3,1
204,501233,Pune Warriors,Chennai Super Kings,4/27/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Pune Warriors,Chennai Super Kings,bat,wickets,Result,DE Bollinger,8,1
205,501234,Kochi Tuskers Kerala,Deccan Chargers,4/27/2011,2011,Nehru Stadium,Kochi,India,Kochi Tuskers Kerala,Deccan Chargers,field,runs,Result,I Sharma,55,1
206,501235,Delhi Daredevils,Kolkata Knight Riders,4/28/2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,field,runs,Result,MK Tiwary,17,1
207,501236,Rajasthan Royals,Mumbai Indians,4/29/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,J Botha,7,1
208,501237,Royal Challengers Bangalore,Pune Warriors,4/29/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,V Kohli,26,1
209,501238,Kochi Tuskers Kerala,Delhi Daredevils,4/30/2011,2011,Nehru Stadium,Kochi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,V Sehwag,38,1
210,501239,Kolkata Knight Riders,Kings XI Punjab,4/30/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,Iqbal Abdulla,8,1
211,501240,Rajasthan Royals,Pune Warriors,5/1/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,LRPL Taylor,6,1
212,501241,Chennai Super Kings,Deccan Chargers,5/1/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,JA Morkel,19,1
213,501242,Mumbai Indians,Kings XI Punjab,5/2/2011,2011,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Mumbai Indians,field,runs,Result,KA Pollard,23,1
214,501243,Delhi Daredevils,Kochi Tuskers Kerala,5/2/2011,2011,Feroz Shah Kotla,Delhi,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,P Parameswaran,7,1
215,501244,Deccan Chargers,Kolkata Knight Riders,5/3/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Kolkata Knight Riders,field,runs,Result,YK Pathan,20,1
216,501245,Chennai Super Kings,Rajasthan Royals,5/4/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,MEK Hussey,8,1
217,501246,Pune Warriors,Mumbai Indians,5/4/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Pune Warriors,Mumbai Indians,field,runs,Result,R Sharma,21,1
218,501247,Kochi Tuskers Kerala,Kolkata Knight Riders,5/5/2011,2011,Nehru Stadium,Kochi,India,Kolkata Knight Riders,Kochi Tuskers Kerala,field,runs,Result,BJ Hodge,17,1
219,501248,Deccan Chargers,Delhi Daredevils,5/5/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,4,1
220,501249,Royal Challengers Bangalore,Kings XI Punjab,5/6/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,CH Gayle,85,1
221,501250,Kolkata Knight Riders,Chennai Super Kings,5/7/2011,2011,Eden Gardens,Kolkata,India,Chennai Super Kings,Kolkata Knight Riders,bat,runs,Result,Iqbal Abdulla,10,1
222,501251,Mumbai Indians,Delhi Daredevils,5/7/2011,2011,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,AT Rayudu,32,1
223,501252,Royal Challengers Bangalore,Kochi Tuskers Kerala,5/8/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Kochi Tuskers Kerala,Royal Challengers Bangalore,bat,wickets,Result,CH Gayle,9,1
224,501253,Kings XI Punjab,Pune Warriors,5/8/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Pune Warriors,bat,wickets,Result,R Sharma,5,1
225,501254,Rajasthan Royals,Chennai Super Kings,5/9/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Chennai Super Kings,field,runs,Result,M Vijay,63,1
226,501255,Deccan Chargers,Pune Warriors,5/10/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Pune Warriors,bat,wickets,Result,MR Marsh,6,1
227,501256,Kings XI Punjab,Mumbai Indians,5/10/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,BA Bhatt,76,1
228,501257,Rajasthan Royals,Royal Challengers Bangalore,5/11/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,S Aravind,9,1
229,501258,Chennai Super Kings,Delhi Daredevils,5/12/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,18,1
230,501259,Kochi Tuskers Kerala,Kings XI Punjab,5/13/2011,2011,Holkar Cricket Stadium,Indore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,KD Karthik,6,1
231,501260,Royal Challengers Bangalore,Kolkata Knight Riders,5/14/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,4,1
232,501261,Mumbai Indians,Deccan Chargers,5/14/2011,2011,Wankhede Stadium,Mumbai,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Mishra,10,1
233,501262,Kings XI Punjab,Delhi Daredevils,5/15/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,PP Chawla,29,1
234,501263,Kochi Tuskers Kerala,Rajasthan Royals,5/15/2011,2011,Holkar Cricket Stadium,Indore,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BJ Hodge,8,1
235,501264,Pune Warriors,Deccan Chargers,5/16/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,A Mishra,6,1
236,501265,Kings XI Punjab,Royal Challengers Bangalore,5/17/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,AC Gilchrist,111,1
237,501266,Chennai Super Kings,Kochi Tuskers Kerala,5/18/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,WP Saha,11,1
238,501267,Pune Warriors,Kolkata Knight Riders,5/19/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,YK Pathan,7,1
239,501268,Mumbai Indians,Rajasthan Royals,5/20/2011,2011,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rajasthan Royals,bat,wickets,Result,SR Watson,10,1
240,501269,Kings XI Punjab,Deccan Chargers,5/21/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Deccan Chargers,field,runs,Result,S Dhawan,82,1
241,501270,Delhi Daredevils,Pune Warriors,5/21/2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,NULL,bat,NO Result,No Result,NULL,NULL,1
242,501271,Royal Challengers Bangalore,Chennai Super Kings,5/22/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,8,1
243,501272,Kolkata Knight Riders,Mumbai Indians,5/22/2011,2011,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,JEC Franklin,5,1
244,501273,Royal Challengers Bangalore,Chennai Super Kings,5/24/2011,2011,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,SK Raina,6,1
245,501274,Mumbai Indians,Kolkata Knight Riders,5/25/2011,2011,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,MM Patel,4,1
246,501275,Royal Challengers Bangalore,Mumbai Indians,5/27/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Royal Challengers Bangalore,field,runs,Result,CH Gayle,43,1
247,501276,Chennai Super Kings,Royal Challengers Bangalore,5/28/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Vijay,58,1
248,548311,Chennai Super Kings,Mumbai Indians,4/4/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RE Levi,8,1
249,548312,Kolkata Knight Riders,Delhi Daredevils,4/5/2012,2012,Eden Gardens,Kolkata,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,IK Pathan,8,1
250,548313,Mumbai Indians,Pune Warriors,4/6/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Pune Warriors,field,runs,Result,SPD Smith,28,1
251,548314,Rajasthan Royals,Kings XI Punjab,4/6/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,AM Rahane,31,1
252,548315,Royal Challengers Bangalore,Delhi Daredevils,4/7/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,20,1
253,548316,Deccan Chargers,Chennai Super Kings,4/7/2012,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Deccan Chargers,Chennai Super Kings,field,runs,Result,RA Jadeja,74,1
254,548317,Rajasthan Royals,Kolkata Knight Riders,4/8/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,BJ Hodge,22,1
255,548318,Pune Warriors,Kings XI Punjab,4/8/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Pune Warriors,bat,runs,Result,MN Samuels,22,1
256,548319,Deccan Chargers,Mumbai Indians,4/9/2012,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Deccan Chargers,Mumbai Indians,bat,wickets,Result,RG Sharma,5,1
257,548320,Royal Challengers Bangalore,Kolkata Knight Riders,4/10/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,L Balaji,42,1
258,548321,Delhi Daredevils,Chennai Super Kings,4/10/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,M Morkel,8,1
259,548322,Mumbai Indians,Rajasthan Royals,4/11/2012,2012,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,KA Pollard,27,1
260,548323,Chennai Super Kings,Royal Challengers Bangalore,4/12/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,Result,F du Plessis,5,1
261,548324,Kings XI Punjab,Pune Warriors,4/12/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AD Mascarenhas,7,1
262,548325,Kolkata Knight Riders,Rajasthan Royals,4/13/2012,2012,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,Shakib Al Hasan,5,1
263,548326,Delhi Daredevils,Deccan Chargers,4/19/2012,2012,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,KP Pietersen,5,1
264,548327,Pune Warriors,Chennai Super Kings,4/14/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Pune Warriors,bat,wickets,Result,JD Ryder,7,1
265,548328,Kolkata Knight Riders,Kings XI Punjab,4/15/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,SP Narine,2,1
266,548329,Royal Challengers Bangalore,Rajasthan Royals,4/15/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AM Rahane,59,1
267,548330,Mumbai Indians,Delhi Daredevils,4/16/2012,2012,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,S Nadeem,7,1
268,548331,Rajasthan Royals,Deccan Chargers,4/17/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,BJ Hodge,5,1
269,548332,Royal Challengers Bangalore,Pune Warriors,4/17/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,bat,wickets,Result,CH Gayle,6,1
270,548333,Kings XI Punjab,Kolkata Knight Riders,4/18/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,8,1
271,548334,Deccan Chargers,Delhi Daredevils,5/10/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,DA Warner,9,1
272,548335,Chennai Super Kings,Pune Warriors,4/19/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Chennai Super Kings,field,runs,Result,KMDN Kulasekara,13,1
273,548336,Kings XI Punjab,Royal Challengers Bangalore,4/20/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,5,1
274,548337,Chennai Super Kings,Rajasthan Royals,4/21/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,F du Plessis,7,1
275,548338,Delhi Daredevils,Pune Warriors,4/21/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Pune Warriors,field,runs,Result,SC Ganguly,20,1
276,548339,Mumbai Indians,Kings XI Punjab,4/22/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,SE Marsh,6,1
277,548340,Deccan Chargers,Kolkata Knight Riders,4/22/2012,2012,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,B Lee,5,1
278,548341,Rajasthan Royals,Royal Challengers Bangalore,4/23/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,46,1
