Player_match_SK,PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,is_manofThematch,Age_As_on_match,IsPlayers_Team_won,Batting_Status,Bowling_Status,Player_Captain,Opposit_captain,Player_keeper,Opposit_keeper
16664,50120800258,501208,258,DT Christian,5/4/1983,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Kolkata Knight Riders,2011,0,28,0,,,KC Sangakkara,G Gambhir,KC Sangakkara,MS Bisla
16665,50120800009,501208,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Deccan Chargers,2011,1,36,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16666,50120800031,501208,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,29,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16667,50120800040,501208,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Deccan Chargers,2011,0,30,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16668,50120800087,501208,87,MK Tiwary,11/14/1985,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,26,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16669,50120800089,501208,89,R Bhatia,10/22/1979,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,32,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16670,50120800140,501208,140,Iqbal Abdulla,12/2/1989,Left-hand bat,Slow left-arm orthodox,India,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,22,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16671,50120800151,501208,151,L Balaji,9/27/1981,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,30,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16672,50120800214,501208,214,MS Bisla,12/27/1984,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Deccan Chargers,2011,0,27,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16673,50120800216,501208,216,EJG Morgan,9/10/1986,Left-hand bat,Right-arm medium,England,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,25,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16674,50120800284,501208,284,RN ten Doeschate,6/30/1980,Right-hand bat,Right-arm medium-fast,Netherlands,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,31,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16675,50120800346,501208,346,JD Unadkat,10/18/1991,Right-hand bat,Left-arm medium,India,Player,Kolkata Knight Riders,Deccan Chargers,2011,0,20,1,,,G Gambhir,KC Sangakkara,MS Bisla,KC Sangakkara
16676,50120900006,501209,6,R Dravid,1/11/1973,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2011,0,38,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16677,50120900038,501209,38,SK Warne,9/13/1969,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Delhi Daredevils,2011,1,42,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16678,50120900039,501209,39,SK Trivedi,9/4/1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2011,0,29,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16679,50120900052,501209,52,LRPL Taylor,3/8/1984,Right-hand bat,Right-arm offbreak,New Zealand,Player,Rajasthan Royals,Delhi Daredevils,2011,0,27,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16680,50120900085,501209,85,AM Rahane,6/6/1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2011,0,23,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16681,50120900169,501209,169,AS Raut,3/3/1987,Right-hand bat,Legbreak googly,India,Player,Rajasthan Royals,Delhi Daredevils,2011,0,24,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16682,50120900192,501209,192,J Botha,5/2/1982,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Delhi Daredevils,2011,0,29,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16683,50120900196,501209,196,A Singh,6/21/1981,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2011,0,30,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16684,50120900238,501209,238,SW Tait,2/22/1983,Right-hand bat,Right-arm fast,Australia,Player,Rajasthan Royals,Delhi Daredevils,2011,0,28,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16685,50120900252,501209,252,AG Paunikar,4/18/1988,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Delhi Daredevils,2011,0,23,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16686,50120900266,501209,266,AL Menaria,10/29/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Delhi Daredevils,2011,0,21,1,,,SK Warne,V Sehwag,AG Paunikar,NV Ojha
16687,50120900029,501209,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Rajasthan Royals,2011,0,27,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16688,50120900041,501209,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Rajasthan Royals,2011,0,33,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16689,50120900054,501209,54,Y Venugopal Rao,2/26/1982,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2011,0,29,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16690,50120900106,501209,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Rajasthan Royals,2011,0,27,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16691,50120900177,501209,177,RE van der Merwe,12/31/1984,Right-hand bat,Slow left-arm orthodox,South Africa,Player,Delhi Daredevils,Rajasthan Royals,2011,0,27,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16692,50120900183,501209,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Rajasthan Royals,2011,0,28,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16693,50120900187,501209,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Rajasthan Royals,2011,0,25,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16694,50120900190,501209,190,M Morkel,10/6/1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Rajasthan Royals,2011,0,27,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16695,50120900254,501209,254,AJ Finch,11/17/1986,Right-hand bat,Slow left-arm orthodox,Australia,Player,Delhi Daredevils,Rajasthan Royals,2011,0,25,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16696,50120900262,501209,262,UBT Chand,3/26/1993,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2011,0,18,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16697,50120900293,501209,293,S Nadeem,8/12/1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Rajasthan Royals,2011,0,22,0,,,V Sehwag,SK Warne,NV Ojha,AG Paunikar
16698,50121000008,501210,8,V Kohli,11/5/1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,23,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16699,50121000015,501210,15,Z Khan,10/7/1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,33,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16700,50121000079,501210,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,22,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16701,50121000110,501210,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Mumbai Indians,2011,0,27,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16702,50121000135,501210,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,35,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16703,50121000175,501210,175,DL Vettori,1/27/1979,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Mumbai Indians,2011,0,32,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16704,50121000203,501210,203,CA Pujara,1/25/1988,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,23,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16705,50121000223,501210,223,DP Nannes,5/16/1976,Right-hand bat,Left-arm fast,Australia,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,35,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16706,50121000244,501210,244,A Mithun,10/25/1989,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,22,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16707,50121000260,501210,260,MA Agarwal,2/16/1991,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,20,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16708,50121000261,501210,261,AUK Pathan,6/17/1984,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2011,0,27,0,,,DL Vettori,SR Tendulkar,AB de Villiers,DJ Jacobs
16709,50121000050,501210,50,Harbhajan Singh,7/3/1980,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,31,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16710,50121000057,501210,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,24,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16711,50121000126,501210,126,MM Patel,7/12/1983,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,28,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16712,50121000133,501210,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Royal Challengers Bangalore,2011,1,38,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16713,50121000194,501210,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,28,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16714,50121000208,501210,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,26,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16715,50121000209,501210,209,R Sathish,1/14/1981,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,30,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16716,50121000221,501210,221,KA Pollard,5/12/1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,24,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16717,50121000263,501210,263,DJ Jacobs,11/4/1982,Right-hand bat,Right-arm medium,South Africa,Keeper,Mumbai Indians,Royal Challengers Bangalore,2011,0,29,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16718,50121000275,501210,275,JEC Franklin,11/7/1980,Left-hand bat,Left-arm medium,New Zealand,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,31,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16719,50121000286,501210,286,AG Murtaza,1/1/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Royal Challengers Bangalore,2011,0,21,1,,,SR Tendulkar,DL Vettori,DJ Jacobs,AB de Villiers
16720,50121100014,501211,14,P Kumar,10/2/1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Chennai Super Kings,2011,0,25,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16721,50121100048,501211,48,AM Nayar,10/8/1983,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Chennai Super Kings,2011,0,28,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16722,50121100053,501211,53,AC Gilchrist,11/14/1971,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Kings XI Punjab,Chennai Super Kings,2011,0,40,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16723,50121100067,501211,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Chennai Super Kings,2011,0,23,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16724,50121100088,501211,88,KD Karthik,6/1/1985,Right-hand bat,N/A,India,Player,Kings XI Punjab,Chennai Super Kings,2011,0,26,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16725,50121100100,501211,100,SE Marsh,7/9/1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Chennai Super Kings,2011,0,28,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16726,50121100167,501211,167,PC Valthaty,12/7/1983,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Chennai Super Kings,2011,1,28,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16727,50121100188,501211,188,RJ Harris,10/11/1979,Right-hand bat,Right-arm fast,Australia,Player,Kings XI Punjab,Chennai Super Kings,2011,0,32,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16728,50121100210,501211,210,R McLaren,2/9/1983,Left-hand bat,Right-arm medium-fast,South Africa,Player,Kings XI Punjab,Chennai Super Kings,2011,0,28,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16729,50121100264,501211,264,Sunny Singh,12/18/1986,Right-hand bat,Right-arm medium-fast,India,Player,Kings XI Punjab,Chennai Super Kings,2011,0,25,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16730,50121100302,501211,302,BA Bhatt,5/13/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Chennai Super Kings,2011,0,21,1,,,AC Gilchrist,MS Dhoni,AC Gilchrist,MS Dhoni
16731,50121100020,501211,20,MS Dhoni,7/7/1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Kings XI Punjab,2011,0,30,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16732,50121100021,501211,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2011,0,25,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16733,50121100023,501211,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2011,0,31,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16734,50121100058,501211,58,SB Styris,7/10/1975,Right-hand bat,Right-arm medium,New Zealand,Player,Chennai Super Kings,Kings XI Punjab,2011,0,36,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16735,50121100109,501211,109,JA Morkel,6/10/1981,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Kings XI Punjab,2011,0,30,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16736,50121100125,501211,125,S Anirudha,4/14/1987,Right-hand bat,N/A,India,Player,Chennai Super Kings,Kings XI Punjab,2011,0,24,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16737,50121100185,501211,185,M Vijay,4/1/1984,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2011,0,27,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16738,50121100186,501211,186,SB Jakati,11/27/1980,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Kings XI Punjab,2011,0,31,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16739,50121100201,501211,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kings XI Punjab,2011,0,25,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16740,50121100278,501211,278,S Randiv,1/30/1985,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Kings XI Punjab,2011,0,26,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16741,50121100377,501211,377,TG Southee,12/11/1988,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Chennai Super Kings,Kings XI Punjab,2011,0,23,0,,,MS Dhoni,AC Gilchrist,MS Dhoni,AC Gilchrist
16742,50121200002,501212,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,30,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16743,50121200017,501212,17,PA Patel,3/9/1985,Left-hand bat,N/A,India,Keeper,Kochi Tuskers Kerala,Pune Warriors,2011,0,26,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16744,50121200035,501212,35,RA Jadeja,12/6/1988,Left-hand bat,Slow left-arm orthodox,India,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,23,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16745,50121200055,501212,55,VVS Laxman,11/1/1974,Right-hand bat,Right-arm offbreak,India,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,37,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16746,50121200061,501212,61,RP Singh,12/6/1985,Right-hand bat,Left-arm fast-medium,India,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,26,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16747,50121200064,501212,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Captain,Kochi Tuskers Kerala,Pune Warriors,2011,0,34,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16748,50121200077,501212,77,S Sreesanth,2/6/1983,Right-hand bat,Right-arm fast-medium,India,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,28,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16749,50121200081,501212,81,R Vinay Kumar,2/12/1984,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,27,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16750,50121200104,501212,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,37,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16751,50121200121,501212,121,M Muralitharan,4/17/1972,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,39,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16752,50121200259,501212,259,RV Gomez,10/16/1985,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Pune Warriors,2011,0,26,0,,,DPMD Jayawardene,Yuvraj Singh,PA Patel,RV Uthappa
16753,50121200027,501212,27,Yuvraj Singh,12/12/1981,Left-hand bat,Slow left-arm orthodox,India,Captain,Pune Warriors,Kochi Tuskers Kerala,2011,0,30,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16754,50121200046,501212,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Kochi Tuskers Kerala,2011,0,26,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16755,50121200074,501212,74,GC Smith,2/1/1981,Left-hand bat,Right-arm offbreak,South Africa,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,30,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16756,50121200083,501212,83,M Kartik,9/11/1976,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,35,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16757,50121200157,501212,157,JD Ryder,8/6/1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,27,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16758,50121200171,501212,171,M Manhas,10/12/1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,32,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16759,50121200231,501212,231,MD Mishra,2/9/1984,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Kochi Tuskers Kerala,2011,1,27,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16760,50121200235,501212,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,24,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16761,50121200267,501212,267,WD Parnell,7/30/1989,Left-hand bat,Left-arm medium-fast,South Africa,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,22,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16762,50121200273,501212,273,SB Wagh,10/9/1988,Left-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,23,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16763,50121200274,501212,274,AC Thomas,2/9/1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Kochi Tuskers Kerala,2011,0,34,1,,,Yuvraj Singh,DPMD Jayawardene,RV Uthappa,PA Patel
16764,50121300008,501213,8,V Kohli,11/5/1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,23,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16765,50121300015,501213,15,Z Khan,10/7/1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,33,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16766,50121300079,501213,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,22,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16767,50121300110,501213,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Deccan Chargers,2011,0,27,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16768,50121300135,501213,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,35,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16769,50121300175,501213,175,DL Vettori,1/27/1979,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Deccan Chargers,2011,0,32,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16770,50121300203,501213,203,CA Pujara,1/25/1988,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,23,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16771,50121300260,501213,260,MA Agarwal,2/16/1991,Right-hand bat,N/A,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,20,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16772,50121300268,501213,268,JJ van der Wath,1/10/1978,Right-hand bat,Right-arm medium-fast,South Africa,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,33,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16773,50121300269,501213,269,R Ninan,11/19/1985,Right-hand bat,Right-arm offbreak,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,26,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16774,50121300270,501213,270,S Aravind,4/8/1984,Left-hand bat,Left-arm medium-fast,India,Player,Royal Challengers Bangalore,Deccan Chargers,2011,0,27,0,,,DL Vettori,KC Sangakkara,AB de Villiers,KC Sangakkara
16775,50121300026,501213,26,KC Sangakkara,10/27/1977,Left-hand bat,Right-arm offbreak,Sri Lanka,CaptainKeeper,Deccan Chargers,Royal Challengers Bangalore,2011,0,34,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16776,50121300042,501213,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Royal Challengers Bangalore,2011,0,26,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16777,50121300065,501213,65,S Sohal,11/10/1987,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Royal Challengers Bangalore,2011,0,24,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16778,50121300084,501213,84,I Sharma,9/2/1988,Right-hand bat,Right-arm fast-medium,India,Player,Deccan Chargers,Royal Challengers Bangalore,2011,0,23,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16779,50121300093,501213,93,B Chipli,1/27/1983,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Royal Challengers Bangalore,2011,0,28,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16780,50121300094,501213,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Royal Challengers Bangalore,2011,1,28,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16781,50121300112,501213,112,DB Ravi Teja,9/5/1987,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Royal Challengers Bangalore,2011,0,24,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
16782,50121300120,501213,120,MS Gony,1/4/1984,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Royal Challengers Bangalore,2011,0,27,1,,,KC Sangakkara,DL Vettori,KC Sangakkara,AB de Villiers
